"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000428","논산여자중학교","03","공립","N","","7","7","6","2","0","22(2)","534(7)","24.3"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000429","논산중학교","03","공립","N","","5","4","5","4","0","18(4)","344(21)","19.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000432","쌘뽈여자중학교","03","사립","N","","4","4","4","0","0","12(0)","294(0)","24.5"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000434","엄사중학교","03","공립","N","","6","6","7","1","0","20(1)","511(6)","25.6"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000436","연무여자중학교","03","사립","N","","2","2","2","0","0","6(0)","125(0)","20.8"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000437","연무중학교","03","공립","N","","2","2","2","1","0","7(1)","136(1)","19.4"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000438","연산중학교","03","공립","N","","1","1","2","1","0","5(1)","84(4)","16.8"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000439","용남중학교","03","공립","N","","7","7","8","1","0","23(1)","605(3)","26.3"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000505","백제중학교","03","사립","N","","4","3","4","1","0","12(1)","264(5)","22"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000506","부여여자중학교","03","공립","N","","4","3","4","0","0","11(0)","258(0)","23.5"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000507","부여중학교","03","공립","N","","4","4","4","1","0","13(1)","299(5)","23"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000508","석성중학교","03","공립","N","","1","1","1","1","0","4(1)","60(3)","15"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000509","세도중학교","03","공립","N","","1","1","1","0","0","3(0)","34(0)","11.3"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000511","외산중학교","03","사립","N","","1","1","1","0","0","3(0)","37(0)","12.3"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000512","용강중학교","03","사립","N","","1","1","1","1","0","4(1)","30(3)","7.5"
