"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S000003499","공주교육대학교부설초등학교","02","국립","N","","4","4","4","4","4","4","1","0","25(1)","469(6)","18.8"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000293","경천초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","14(0)","2.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000294","계룡초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","40(0)","6.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000295","공주교동초등학교","02","공립","N","","1","1","1","1","2","1","1","0","8(1)","120(5)","15"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000296","공주금학초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","47(4)","6.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000297","공주봉황초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","73(4)","10.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000298","공주신월초등학교","02","공립","N","","6","6","7","8","8","8","2","0","45(2)","1075(10)","23.9"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000299","공주중동초등학교","02","공립","N","","1","1","1","2","1","2","2","0","10(2)","130(9)","13"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000302","구산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","34(0)","5.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000304","귀산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","49(0)","8.2"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000312","덕암초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","15(1)","2.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000315","마곡초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","22(2)","3.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000317","반포초등학교","02","공립","N","","1","1","1","1","1","1","2","0","8(2)","35(6)","4.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000323","상서초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","49(2)","7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000326","석송초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","52(0)","8.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000330","수촌초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","44(6)","6.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000331","신관초등학교","02","공립","N","","3","3","3","4","4","5","2","0","24(2)","456(10)","19"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000332","신풍초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","32(2)","4.6"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000338","우성초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","39(2)","5.6"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000343","유구초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","75(5)","10.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000345","의당초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","45(2)","6.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000348","이인초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","37(2)","5.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000353","정안초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","37(0)","6.2"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000360","탄천초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","30(4)","4.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000361","태봉초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","26(0)","4.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000362","학봉초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","22(0)","3.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000364","호계초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","24(0)","4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000366","효포초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","32(1)","4.6"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000376","군북초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","28(4)","4"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000378","금성초등학교금계분교장","02","공립","N","","0","0","0","0","1","1","0","0","2(0)","4(0)","2"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000382","금산동초등학교","02","공립","N","","1","1","1","1","1","1","2","0","8(2)","86(9)","10.8"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000383","금산중앙초등학교","02","공립","N","","4","3","4","3","3","4","2","0","23(2)","450(8)","19.6"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000385","금산초등학교","02","공립","N","","2","2","3","3","3","4","2","0","19(2)","364(7)","19.2"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000386","금성초등학교","02","공립","N","","0","1","1","1","1","1","1","0","6(1)","24(4)","4"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000389","남이초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","21(0)","3.5"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000392","남일초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","49(0)","8.2"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000395","복수초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","20(5)","2.9"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000399","부리초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","32(5)","4.6"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000402","상곡초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","29(0)","4.8"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000405","성대초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","21(1)","3"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000406","신대초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","18(0)","3"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000408","용문초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","83(3)","11.9"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000410","제원초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","23(6)","3.3"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000414","진산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","35(2)","5"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000418","추부초등학교","02","공립","N","","1","1","1","2","1","1","2","0","9(2)","110(7)","12.2"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000440","가야곡초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","28(3)","4"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000441","감곡초등학교","02","공립","N","","1","1","1","1","1","0","1","0","6(1)","15(2)","2.5"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000442","강경산양초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","43(3)","6.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000443","강경중앙초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","35(0)","5.8"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000444","강경황산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","117(3)","16.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000446","광석초등학교","02","공립","N","","1","2","1","1","1","1","1","0","8(1)","63(4)","7.9"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000447","구자곡초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","79(3)","11.3"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000448","노성초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","34(0)","5.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000449","논산동성초등학교","02","공립","N","","3","3","5","3","4","4","2","0","24(2)","503(10)","21"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000450","논산반월초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","92(1)","13.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000451","논산부창초등학교","02","공립","N","","2","2","2","2","2","2","2","0","14(2)","221(8)","15.8"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000452","논산중앙초등학교","02","공립","N","","5","4","4","5","5","5","3","0","31(3)","668(16)","21.5"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000456","도산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","75(0)","12.5"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000459","두마초등학교","02","공립","N","","2","3","3","3","3","3","2","0","19(2)","331(8)","17.4"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000460","반곡초등학교","02","공립","N","","1","2","1","1","1","1","0","0","7(0)","112(0)","16"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000461","백석초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","65(3)","9.3"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000462","벌곡초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","53(0)","8.8"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000466","부적초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","64(6)","9.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000469","상월초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","42(4)","6"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000472","성덕초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","96(3)","13.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000473","성동초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","43(5)","6.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000476","양촌초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","64(4)","9.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000479","엄사초등학교","02","공립","N","","2","2","3","3","3","3","1","0","17(1)","301(4)","17.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000481","연무중앙초등학교","02","공립","N","","2","2","2","3","3","3","1","0","16(1)","290(3)","18.1"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000482","연무초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","70(4)","10"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000483","연산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","63(4)","9"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000487","왕전초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","54(0)","9"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120000488","용남초등학교","02","공립","N","","6","6","6","7","7","7","1","0","40(1)","896(4)","22.4"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000489","원봉초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","43(0)","7.2"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000490","은진초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","76(5)","10.9"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000491","이화초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","54(1)","7.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000494","채운초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","77(4)","11"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120000495","청동초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","52(6)","7.4"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000520","구룡초등학교","02","공립","N","","1","1","1","1","0","1","1","0","6(1)","14(1)","2.3"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000521","궁남초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","43(0)","7.2"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000522","규암초등학교","02","공립","N","","3","3","3","4","4","4","3","0","24(3)","430(15)","17.9"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000527","내산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","25(3)","3.6"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000530","대왕초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","36(5)","5.1"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000535","백강초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","33(0)","5.5"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000537","백제초등학교","02","공립","N","","1","1","1","1","1","1","2","0","8(2)","79(9)","9.9"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000540","부여초등학교","02","공립","N","","3","3","4","4","4","4","2","0","24(2)","516(8)","21.5"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000543","석양초등학교석성분교장","02","공립","N","","1","0","0","1","1","1","0","0","4(0)","10(0)","2.5"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000544","석양초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","40(2)","5.7"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000546","세도초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","33(0)","5.5"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000548","송간초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","29(4)","4.1"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000552","양화초등학교","02","공립","N","","1","1","1","1","1","0","0","0","5(0)","14(0)","2.8"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000554","옥산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","11(2)","1.6"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000555","외산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","19(2)","2.7"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000557","용당초등학교","02","공립","N","","0","0","1","1","1","1","0","0","4(0)","11(0)","2.8"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000558","은산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","52(2)","7.4"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000563","임천초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","49(1)","7"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000568","장암초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","33(2)","4.7"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000571","초촌초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","22(0)","3.7"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000572","충화초등학교","02","공립","N","","1","0","1","1","1","1","0","0","5(0)","12(0)","2.4"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000575","합송초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","31(4)","4.4"
"충청남도교육청","충청남도부여교육지원청","충청남도 부여군","S120000577","홍산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","64(0)","10.7"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000594","관대초등학교","02","공립","N","","1","1","1","1","2","1","0","0","7(0)","51(0)","7.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000595","금곡초등학교","02","공립","N","","1","1","1","1","2","2","2","0","10(2)","132(8)","13.2"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000596","금성초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","47(0)","7.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000597","남창초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","41(0)","6.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000598","도고온천초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","51(0)","8.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000599","도고초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","60(0)","10"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000601","동덕초등학교","02","공립","N","","2","2","2","2","2","2","1","0","13(1)","202(7)","15.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000604","둔포초등학교","02","공립","N","","2","5","3","4","3","4","1","0","22(1)","344(6)","15.6"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000605","배방초등학교","02","공립","N","","6","5","6","8","7","7","4","0","43(4)","936(24)","21.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000610","선장초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","23(2)","3.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000613","송곡초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","111(0)","18.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000614","송남초등학교","02","공립","N","","2","1","2","2","2","2","1","0","12(1)","154(4)","12.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000615","거산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","63(0)","10.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000617","신광초등학교","02","공립","N","","2","2","2","2","3","4","3","0","18(3)","266(17)","14.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000618","신리초등학교","02","공립","N","","10","7","8","8","7","8","2","0","50(2)","1125(10)","22.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000620","신창초등학교","02","공립","N","","3","5","5","5","5","5","0","0","28(0)","411(0)","14.7"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000621","신화초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","48(5)","6.9"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000622","쌍룡초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","44(0)","7.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000623","염작초등학교","02","공립","N","","12","9","11","9","8","8","4","0","61(4)","1346(25)","22.1"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000624","염티초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","46(0)","7.7"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000626","영인초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","58(5)","8.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000627","오목초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","73(5)","10.4"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000628","온양동신초등학교","02","공립","N","","5","4","4","6","5","6","2","0","32(2)","720(11)","22.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000629","온양온천초등학교","02","공립","N","","2","2","2","2","3","3","2","0","16(2)","281(12)","17.6"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000630","온양중앙초등학교","02","공립","N","","3","3","3","3","3","3","3","0","21(3)","279(16)","13.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000631","온양천도초등학교","02","공립","N","","5","4","5","5","5","5","2","0","31(2)","714(11)","23"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000632","온양초등학교","02","공립","N","","2","2","2","3","2","2","2","0","15(2)","271(7)","18.1"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000633","온양초사초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","76(4)","10.9"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000634","용화초등학교","02","공립","N","","3","2","3","2","3","3","2","0","18(2)","338(10)","18.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000635","월랑초등학교","02","공립","N","","8","8","8","9","9","8","3","0","53(3)","1177(19)","22.2"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000637","음봉초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","72(0)","12"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000638","인주초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","76(2)","10.9"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120000639","탕정초등학교","02","공립","N","","7","6","7","8","8","9","1","0","46(1)","1072(5)","23.3"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000693","고덕초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","31(2)","4.4"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000695","구만초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","14(0)","2.3"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000697","금오초등학교","02","공립","N","","2","3","3","4","4","5","1","0","22(1)","470(3)","21.4"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000699","대술초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","27(3)","3.9"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000700","대흥초등학교","02","공립","N","","1","1","1","1","0","1","0","0","5(0)","10(0)","2"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000702","덕산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","90(4)","12.9"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000706","보성초등학교","02","공립","N","","8","6","6","5","5","5","2","0","37(2)","781(9)","21.1"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000707","봉산초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","31(0)","5.2"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000708","삽교초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","62(4)","8.9"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000711","수덕초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","37(0)","6.2"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000712","시량초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","45(2)","6.4"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000713","신례원초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","113(2)","16.1"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000714","신암초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","35(3)","5"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000715","신양초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","26(3)","3.7"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000720","양신초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","30(5)","4.3"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000721","예덕초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","21(0)","3.5"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000723","예산중앙초등학교","02","공립","N","","1","1","1","2","1","1","1","0","8(1)","120(3)","15"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000724","예산초등학교","02","공립","N","","3","3","2","2","3","3","2","0","18(2)","337(7)","18.7"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000725","오가초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","28(2)","4"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000726","용동초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","42(0)","7"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000727","웅산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","30(3)","4.3"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000728","응봉초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","25(3)","3.6"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000731","조림초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","38(3)","5.4"
"충청남도교육청","충청남도예산교육지원청","충청남도 예산군","S120000732","평촌초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","32(3)","4.6"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000756","광덕초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","53(2)","7.6"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120000757","대홍초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","29(0)","4.8"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000760","도장초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","46(0)","7.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120000761","도하초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","44(0)","7.3"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000762","목천초등학교","02","공립","N","","1","1","1","1","1","1","2","0","8(2)","92(7)","11.5"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000764","미죽초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","94(0)","15.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000765","병천초등학교","02","공립","N","","1","1","1","1","1","2","0","0","7(0)","112(0)","16"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120000768","보산원초등학교","02","공립","N","","1","1","1","1","1","1","0","0","6(0)","34(0)","5.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120000770","삼은초등학교","02","공립","N","","4","3","3","4","4","4","2","0","24(2)","450(11)","18.8"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120000771","성거초등학교","02","공립","N","","4","3","4","4","4","4","3","0","26(3)","513(16)","19.7"
