"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","4학년","5학년","6학년","특수학급","순회학급","학급수(계)","학생수(계)","학급당학생수"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001226","배양초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","41(4)","5.9"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001229","서부초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","31(3)","4.4"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001231","서해삼육초등학교","02","사립","N","","1","1","1","1","1","1","0","0","6(0)","181(0)","30.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001232","신당초등학교","02","공립","N","","1","1","1","1","1","0","0","0","5(0)","16(0)","3.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001235","용봉초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","76(5)","10.9"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001237","은하초등학교","02","공립","N","","1","0","1","1","1","1","0","0","5(0)","16(0)","3.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001238","장곡초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","30(5)","4.3"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001243","홍남초등학교","02","공립","N","","5","4","5","5","4","5","3","0","31(3)","623(14)","20.1"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001244","홍동초등학교","02","공립","N","","1","1","1","1","1","2","1","0","8(1)","104(4)","13"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001245","홍북초등학교","02","공립","N","","7","6","4","5","4","3","2","0","31(2)","660(12)","21.3"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001246","홍성초등학교","02","공립","N","","4","3","5","4","5","5","3","0","29(3)","557(16)","19.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120001247","홍주초등학교","02","공립","N","","1","1","1","1","1","1","2","0","8(2)","68(7)","8.5"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002455","천안용곡초등학교","02","공립","N","","4","3","5","5","5","5","2","0","29(2)","644(14)","22.2"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002456","천안백석초등학교","02","공립","N","","4","4","4","5","5","5","3","0","30(3)","668(15)","22.3"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002457","천안오성초등학교","02","공립","N","","7","6","7","8","7","8","2","0","45(2)","941(13)","20.9"
"충청남도교육청","충청남도보령교육지원청","충청남도 보령시","S120002458","대천동대초등학교","02","공립","N","","6","5","6","5","6","6","2","0","36(2)","802(9)","22.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002467","온양권곡초등학교","02","공립","N","","2","2","3","3","3","4","3","0","20(3)","356(16)","17.8"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002502","천안불당초등학교","02","공립","N","","8","6","7","7","8","8","2","0","46(2)","1109(9)","24.1"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002503","천안서당초등학교","02","공립","N","","5","5","6","5","5","6","2","0","34(2)","764(13)","22.5"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002504","천안두정초등학교","02","공립","N","","7","6","7","6","5","6","2","0","39(2)","803(8)","20.6"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002505","천안신대초등학교","02","공립","N","","4","3","4","4","3","4","2","0","24(2)","496(13)","20.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002506","천안수곡초등학교","02","공립","N","","4","4","4","4","4","4","1","0","25(1)","572(6)","22.9"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002507","소망초등학교","02","공립","N","","4","3","3","4","4","3","2","0","23(2)","445(12)","19.3"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120002518","서산석림초등학교","02","공립","N","","3","3","4","4","4","5","3","0","26(3)","526(18)","20.2"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120002519","서산대진초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","25(2)","3.6"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 논산시","S120002520","논산내동초등학교","02","공립","N","","8","6","6","7","7","7","2","0","43(2)","989(9)","23"
"충청남도교육청","충청남도보령교육지원청","충청남도 보령시","S120002522","명천초등학교","02","공립","N","","6","5","5","6","5","6","2","0","35(2)","785(7)","22.4"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120002529","신도초등학교","02","공립","N","","2","2","2","3","3","3","3","0","18(3)","320(13)","17.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002535","온양신정초등학교","02","공립","N","","2","1","2","2","1","2","2","0","12(2)","221(8)","18.4"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120002536","원당초등학교","02","공립","N","","4","4","5","7","6","8","1","0","35(1)","780(4)","22.3"
"충청남도교육청","충청남도태안교육지원청","충청남도 태안군","S120002537","백화초등학교","02","공립","N","","6","4","5","4","4","5","2","0","30(2)","628(12)","20.9"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002542","천안삼거리초등학교","02","공립","N","","3","3","3","3","4","4","2","0","22(2)","446(10)","20.3"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120002544","금암초등학교","02","공립","N","","3","3","3","3","3","3","1","0","19(1)","381(6)","20.1"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002549","천안용소초등학교","02","공립","N","","3","3","4","5","4","5","1","0","25(1)","588(2)","23.5"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002550","천안청룡초등학교","02","공립","N","","4","4","3","5","4","4","1","0","25(1)","587(6)","23.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002551","아산북수초등학교","02","공립","N","","4","4","4","4","4","6","2","0","28(2)","617(9)","22"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002557","모산초등학교","02","공립","N","","5","5","6","7","7","7","2","0","39(2)","851(12)","21.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002558","아산남성초등학교","02","공립","N","","6","6","6","7","8","9","3","0","45(3)","898(20)","20"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002562","천안와촌초등학교","02","공립","N","","2","1","2","2","2","2","1","0","12(1)","199(4)","16.6"
"충청남도교육청","충청남도보령교육지원청","충청남도 보령시","S120002594","미산초등학교","02","공립","N","","1","1","1","1","1","1","1","0","7(1)","25(3)","3.6"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002599","천안쌍정초등학교","02","공립","N","","3","2","3","3","4","4","2","0","21(2)","445(8)","21.2"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002618","신흥초등학교","02","공립","N","","3","2","2","2","3","3","0","0","15(0)","325(0)","21.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002621","천안청당초등학교","02","공립","N","","9","7","7","8","8","8","2","0","49(2)","1250(12)","25.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002625","온양풍기초등학교","02","공립","N","","7","7","8","7","7","7","2","0","45(2)","1046(12)","23.2"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120002661","서산예천초등학교","02","공립","N","","6","5","5","6","5","5","2","0","34(2)","755(11)","22.2"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002663","연화초등학교","02","공립","N","","5","4","5","6","6","7","2","0","35(2)","626(12)","17.9"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120002666","서산동문초등학교","02","공립","N","","4","4","4","4","6","5","2","0","29(2)","623(8)","21.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002669","충무초등학교","02","공립","N","","3","2","3","3","3","3","2","0","19(2)","378(8)","19.9"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002672","천안새샘초등학교","02","공립","N","","7","5","8","7","7","8","1","0","43(1)","1045(7)","24.3"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002675","천안가온초등학교","02","공립","N","","6","4","6","6","7","6","2","0","37(2)","851(8)","23"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002713","천안차암초등학교","02","공립","N","","8","7","11","11","10","8","4","0","59(4)","1309(19)","22.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120002734","내포초등학교","02","공립","N","","8","8","7","8","9","8","3","0","51(3)","1223(16)","24"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002829","아산용연초등학교","02","공립","N","","4","3","5","4","5","4","1","0","26(1)","547(8)","21"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002863","탕정미래초등학교","02","공립","N","","5","4","6","5","7","5","2","0","34(2)","758(6)","22.3"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002867","천안불무초등학교","02","공립","N","","12","11","12","12","13","13","2","0","75(2)","1969(12)","26.3"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002873","천안한들초등학교","02","공립","N","","4","4","5","5","6","5","3","0","32(3)","612(16)","19.1"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002880","아산초등학교","02","공립","N","","5","4","6","6","6","5","2","0","34(2)","722(13)","21.2"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002890","천안아름초등학교","02","공립","N","","11","11","11","13","13","13","4","0","76(4)","2064(20)","27.2"
"충청남도교육청","충청남도홍성교육지원청","충청남도 홍성군","S120002897","한울초등학교","02","공립","N","","7","5","8","7","7","6","4","0","44(4)","959(17)","21.8"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002907","아산공수초등학교","02","공립","N","","9","7","7","8","6","5","2","0","44(2)","953(11)","21.7"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002912","천안희망초등학교","02","공립","N","","10","7","7","7","6","6","4","0","47(4)","959(23)","20.4"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120002915","서산서남초등학교","02","공립","N","","9","7","7","8","8","7","3","0","49(3)","1129(18)","23"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002916","천안성성초등학교","02","공립","N","","12","9","9","10","9","7","3","0","59(3)","1485(18)","25.2"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002922","천안호수초등학교","02","공립","N","","5","4","4","4","4","3","3","0","27(3)","563(14)","20.9"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120002924","대덕초등학교","02","공립","N","","6","5","6","6","5","4","1","0","33(1)","709(6)","21.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002938","한들물빛초등학교","02","공립","N","","17","14","13","13","10","10","3","0","80(3)","2058(15)","25.7"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002960","아산세교초등학교","02","공립","N","","9","4","5","5","4","4","2","0","33(2)","621(14)","18.8"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 서북구","S120002964","천안가람초등학교","02","공립","N","","12","11","10","8","7","6","3","0","57(3)","1354(14)","23.8"
"충청남도교육청","충청남도천안교육지원청","충청남도 천안시 동남구","S120002966","천안능수초등학교","02","공립","N","","6","4","3","3","2","2","2","0","22(2)","468(8)","21.3"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002967","아산갈산초등학교","02","공립","N","","12","7","6","7","5","5","2","0","44(2)","907(9)","20.6"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120002968","수청초등학교","02","공립","N","","11","8","6","7","5","5","1","0","43(1)","1061(5)","24.7"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002973","산동초등학교","02","공립","N","","6","5","3","2","2","1","2","0","21(2)","392(8)","18.7"
"충청남도교육청","충청남도논산계룡교육지원청","충청남도 계룡시","S120002976","계룡대실초등학교","02","공립","N","","5","3","4","3","4","2","1","0","22(1)","441(4)","20"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120002977","혜성초등학교","02","공립","N","","8","5","4","4","4","3","2","0","30(2)","614(8)","20.5"
"충청남도교육청","충청남도아산교육지원청","충청남도 아산시","S120002991","아산월천초등학교","02","공립","N","","6","4","5","4","3","3","2","0","27(2)","582(12)","21.6"
